"INDICATOR","HFAMDB_405"

"HFAMDB_405","Influenza, number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"IRL","","TOTAL","ALL","1984","24"
"IRL","","TOTAL","ALL","1985","59"
"IRL","","TOTAL","ALL","1986","69"
"IRL","","TOTAL","ALL","1987","15"
"IRL","","TOTAL","ALL","1988","24"
"IRL","","TOTAL","ALL","1989","46"
"IRL","","TOTAL","ALL","1990","72"
"IRL","","TOTAL","ALL","1991","9"
"IRL","","TOTAL","ALL","1992","17"
"IRL","","TOTAL","ALL","1993","50"
"IRL","","TOTAL","ALL","1994","11"
"IRL","","TOTAL","ALL","1995","18"
"IRL","","TOTAL","ALL","1996","17"
"IRL","","TOTAL","ALL","1997","21"
"IRL","","TOTAL","ALL","1998","18"
"IRL","","TOTAL","ALL","1999","23"
"IRL","","TOTAL","ALL","2000","44"
"IRL","","TOTAL","ALL","2001","8"
"IRL","","TOTAL","ALL","2002","3"
"IRL","","TOTAL","ALL","2003","6"
"IRL","","TOTAL","ALL","2004","5"
"IRL","","TOTAL","ALL","2005","2"
"IRL","","TOTAL","ALL","2007","3"
"IRL","","TOTAL","ALL","2008","4"
"IRL","","TOTAL","ALL","2009","4"
"IRL","","TOTAL","ALL","2010","1"
"ISR","","TOTAL","ALL","1980","5"
"ISR","","TOTAL","ALL","1981","3"
"ISR","","TOTAL","ALL","1982","9"
"ISR","","TOTAL","ALL","1983","5"
"ISR","","TOTAL","ALL","1984","0"
"ISR","","TOTAL","ALL","1985","2"
"ISR","","TOTAL","ALL","1986","4"
"ISR","","TOTAL","ALL","1987","4"
"ISR","","TOTAL","ALL","1988","5"
"ISR","","TOTAL","ALL","1989","7"
"ISR","","TOTAL","ALL","1990","5"
"ISR","","TOTAL","ALL","1991","1"
"ISR","","TOTAL","ALL","1992","6"
"ISR","","TOTAL","ALL","1993","1"
"ISR","","TOTAL","ALL","1994","0"
"ISR","","TOTAL","ALL","1995","1"
"ISR","","TOTAL","ALL","1996","3"
"ISR","","TOTAL","ALL","1997","3"
"ISR","","TOTAL","ALL","1998","4"
"ISR","","TOTAL","ALL","1999","5"
"ISR","","TOTAL","ALL","2000","7"
"ISR","","TOTAL","ALL","2001","1"
"ISR","","TOTAL","ALL","2002","0"
"ISR","","TOTAL","ALL","2003","3"
"ISR","","TOTAL","ALL","2004","0"
"ISR","","TOTAL","ALL","2005","2"
"ISR","","TOTAL","ALL","2006","1"
"ISR","","TOTAL","ALL","2007","4"
"ISR","","TOTAL","ALL","2008","0"
"ISR","","TOTAL","ALL","2009","1"
"ISR","","TOTAL","ALL","2010","4"
"ISR","","TOTAL","ALL","2011","13"
"ISR","","TOTAL","MALE","1980","1"
"ISR","","TOTAL","MALE","1981","0"
"ISR","","TOTAL","MALE","1982","4"
"ISR","","TOTAL","MALE","1983","1"
"ISR","","TOTAL","MALE","1984","0"
"ISR","","TOTAL","MALE","1985","0"
"ISR","","TOTAL","MALE","1986","4"
"ISR","","TOTAL","MALE","1987","0"
"ISR","","TOTAL","MALE","1988","2"
"ISR","","TOTAL","MALE","1989","2"
"ISR","","TOTAL","MALE","1990","0"
"ISR","","TOTAL","MALE","1991","0"
"ISR","","TOTAL","MALE","1992","2"
"ISR","","TOTAL","MALE","1993","0"
"ISR","","TOTAL","MALE","1994","0"
"ISR","","TOTAL","MALE","1995","1"
"ISR","","TOTAL","MALE","1996","1"
"ISR","","TOTAL","MALE","1997","2"
"ISR","","TOTAL","MALE","1998","1"
"ISR","","TOTAL","MALE","1999","2"
"ISR","","TOTAL","MALE","2000","2"
"ISR","","TOTAL","MALE","2001","0"
"ISR","","TOTAL","MALE","2002","0"
"ISR","","TOTAL","MALE","2003","1"
"ISR","","TOTAL","MALE","2004","0"
"ISR","","TOTAL","MALE","2005","1"
"ISR","","TOTAL","MALE","2006","0"
"ISR","","TOTAL","MALE","2007","2"
"ISR","","TOTAL","MALE","2008","0"
"ISR","","TOTAL","MALE","2009","1"
"ISR","","TOTAL","MALE","2010","2"
"ISR","","TOTAL","MALE","2011","7"
"ISR","","TOTAL","FEMALE","1980","4"
"ISR","","TOTAL","FEMALE","1981","3"
"ISR","","TOTAL","FEMALE","1982","5"
"ISR","","TOTAL","FEMALE","1983","4"
"ISR","","TOTAL","FEMALE","1984","0"
"ISR","","TOTAL","FEMALE","1985","2"
"ISR","","TOTAL","FEMALE","1986","0"
"ISR","","TOTAL","FEMALE","1987","4"
"ISR","","TOTAL","FEMALE","1988","3"
"ISR","","TOTAL","FEMALE","1989","5"
"ISR","","TOTAL","FEMALE","1990","5"
"ISR","","TOTAL","FEMALE","1991","1"
"ISR","","TOTAL","FEMALE","1992","4"
"ISR","","TOTAL","FEMALE","1993","1"
"ISR","","TOTAL","FEMALE","1994","0"
"ISR","","TOTAL","FEMALE","1995","0"
"ISR","","TOTAL","FEMALE","1996","2"
"ISR","","TOTAL","FEMALE","1997","1"
"ISR","","TOTAL","FEMALE","1998","3"
"ISR","","TOTAL","FEMALE","1999","3"
"ISR","","TOTAL","FEMALE","2000","5"
"ISR","","TOTAL","FEMALE","2001","1"
"ISR","","TOTAL","FEMALE","2002","0"
"ISR","","TOTAL","FEMALE","2003","2"
"ISR","","TOTAL","FEMALE","2004","0"
"ISR","","TOTAL","FEMALE","2005","1"
"ISR","","TOTAL","FEMALE","2006","1"
"ISR","","TOTAL","FEMALE","2007","2"
"ISR","","TOTAL","FEMALE","2008","0"
"ISR","","TOTAL","FEMALE","2009","0"
"ISR","","TOTAL","FEMALE","2010","2"
"ISR","","TOTAL","FEMALE","2011","6"
"ITA","","TOTAL","FEMALE","1980","706"
"ITA","","TOTAL","FEMALE","1981","775"
"ITA","","TOTAL","FEMALE","1982","281"
"ITA","","TOTAL","FEMALE","1983","781"
"ITA","","TOTAL","FEMALE","1984","378"
"ITA","","TOTAL","FEMALE","1985","322"
"ITA","","TOTAL","FEMALE","1986","485"
"ITA","","TOTAL","FEMALE","1987","206"
"ITA","","TOTAL","FEMALE","1988","329"
"ITA","","TOTAL","FEMALE","1989","344"
"ITA","","TOTAL","FEMALE","1990","721"
"ITA","","TOTAL","FEMALE","1991","251"
"ITA","","TOTAL","FEMALE","1992","312"
"ITA","","TOTAL","FEMALE","1993","445"
"ITA","","TOTAL","FEMALE","1994","378"
"ITA","","TOTAL","FEMALE","1995","494"
"ITA","","TOTAL","FEMALE","1996","444"
"ITA","","TOTAL","FEMALE","1997","658"
"ITA","","TOTAL","FEMALE","1998","724"
"ITA","","TOTAL","FEMALE","1999","1018"
"ITA","","TOTAL","FEMALE","2000","969"
"ITA","","TOTAL","FEMALE","2001","201"
"ITA","","TOTAL","FEMALE","2002","290"
"ITA","","TOTAL","FEMALE","2003","620"
"ITA","","TOTAL","FEMALE","2006","195"
"ITA","","TOTAL","FEMALE","2007","269"
"ITA","","TOTAL","FEMALE","2008","294"
"ITA","","TOTAL","FEMALE","2009","323"
"ITA","","TOTAL","FEMALE","2010","150"
"ITA","","TOTAL","MALE","1980","542"
"ITA","","TOTAL","MALE","1981","578"
"ITA","","TOTAL","MALE","1982","181"
"ITA","","TOTAL","MALE","1983","571"
"ITA","","TOTAL","MALE","1984","243"
"ITA","","TOTAL","MALE","1985","217"
"ITA","","TOTAL","MALE","1986","287"
"ITA","","TOTAL","MALE","1987","161"
"ITA","","TOTAL","MALE","1988","176"
"ITA","","TOTAL","MALE","1989","204"
"ITA","","TOTAL","MALE","1990","398"
"ITA","","TOTAL","MALE","1991","162"
"ITA","","TOTAL","MALE","1992","195"
"ITA","","TOTAL","MALE","1993","240"
"ITA","","TOTAL","MALE","1994","202"
"ITA","","TOTAL","MALE","1995","303"
"ITA","","TOTAL","MALE","1996","290"
"ITA","","TOTAL","MALE","1997","439"
"ITA","","TOTAL","MALE","1998","450"
"ITA","","TOTAL","MALE","1999","637"
"ITA","","TOTAL","MALE","2000","563"
"ITA","","TOTAL","MALE","2001","134"
"ITA","","TOTAL","MALE","2002","191"
"ITA","","TOTAL","MALE","2003","343"
"ITA","","TOTAL","MALE","2006","103"
"ITA","","TOTAL","MALE","2007","142"
"ITA","","TOTAL","MALE","2008","162"
"ITA","","TOTAL","MALE","2009","187"
"ITA","","TOTAL","MALE","2010","97"
"ITA","","TOTAL","ALL","1980","1248"
"ITA","","TOTAL","ALL","1981","1353"
"ITA","","TOTAL","ALL","1982","462"
"ITA","","TOTAL","ALL","1983","1352"
"ITA","","TOTAL","ALL","1984","621"
"ITA","","TOTAL","ALL","1985","539"
"ITA","","TOTAL","ALL","1986","772"
"ITA","","TOTAL","ALL","1987","367"
"ITA","","TOTAL","ALL","1988","505"
"ITA","","TOTAL","ALL","1989","548"
"ITA","","TOTAL","ALL","1990","1119"
"ITA","","TOTAL","ALL","1991","413"
"ITA","","TOTAL","ALL","1992","507"
"ITA","","TOTAL","ALL","1993","685"
"ITA","","TOTAL","ALL","1994","580"
"ITA","","TOTAL","ALL","1995","797"
"ITA","","TOTAL","ALL","1996","734"
"ITA","","TOTAL","ALL","1997","1097"
"ITA","","TOTAL","ALL","1998","1174"
"ITA","","TOTAL","ALL","1999","1655"
"ITA","","TOTAL","ALL","2000","1532"
"ITA","","TOTAL","ALL","2001","335"
"ITA","","TOTAL","ALL","2002","481"
"ITA","","TOTAL","ALL","2003","963"
"ITA","","TOTAL","ALL","2006","298"
"ITA","","TOTAL","ALL","2007","411"
"ITA","","TOTAL","ALL","2008","456"
"ITA","","TOTAL","ALL","2009","510"
"ITA","","TOTAL","ALL","2010","247"
"KAZ","","TOTAL","ALL","1981","385"
"KAZ","","TOTAL","ALL","1982","133"
"KAZ","","TOTAL","ALL","1985","274"
"KAZ","","TOTAL","ALL","1986","172"
"KAZ","","TOTAL","ALL","1987","78"
"KAZ","","TOTAL","ALL","1988","150"
"KAZ","","TOTAL","ALL","1989","88"
"KAZ","","TOTAL","ALL","1990","139"
"KAZ","","TOTAL","ALL","1991","137"
"KAZ","","TOTAL","ALL","1992","162"
"KAZ","","TOTAL","ALL","1993","207"
"KAZ","","TOTAL","ALL","1994","134"
"KAZ","","TOTAL","ALL","1995","171"
"KAZ","","TOTAL","ALL","1996","190"
"KAZ","","TOTAL","ALL","1997","94"
"KAZ","","TOTAL","ALL","1998","45"
"KAZ","","TOTAL","ALL","1999","50"
"KAZ","","TOTAL","ALL","2000","72"
"KAZ","","TOTAL","ALL","2001","34"
"KAZ","","TOTAL","ALL","2002","37"
"KAZ","","TOTAL","ALL","2003","61"
"KAZ","","TOTAL","ALL","2004","47"
"KAZ","","TOTAL","ALL","2005","47"
"KAZ","","TOTAL","ALL","2006","46"
"KAZ","","TOTAL","ALL","2007","61"
"KAZ","","TOTAL","ALL","2008","33"
"KAZ","","TOTAL","ALL","2009","17"
"KAZ","","TOTAL","ALL","2010","14"
"KAZ","","TOTAL","MALE","1981","194"
"KAZ","","TOTAL","MALE","1982","70"
"KAZ","","TOTAL","MALE","1985","161"
"KAZ","","TOTAL","MALE","1986","98"
"KAZ","","TOTAL","MALE","1987","47"
"KAZ","","TOTAL","MALE","1988","89"
"KAZ","","TOTAL","MALE","1989","43"
"KAZ","","TOTAL","MALE","1990","67"
"KAZ","","TOTAL","MALE","1991","75"
"KAZ","","TOTAL","MALE","1992","92"
"KAZ","","TOTAL","MALE","1993","121"
"KAZ","","TOTAL","MALE","1994","81"
"KAZ","","TOTAL","MALE","1995","98"
"KAZ","","TOTAL","MALE","1996","95"
"KAZ","","TOTAL","MALE","1997","52"
"KAZ","","TOTAL","MALE","1998","25"
"KAZ","","TOTAL","MALE","1999","32"
"KAZ","","TOTAL","MALE","2000","38"
"KAZ","","TOTAL","MALE","2001","16"
"KAZ","","TOTAL","MALE","2002","18"
"KAZ","","TOTAL","MALE","2003","33"
"KAZ","","TOTAL","MALE","2004","26"
"KAZ","","TOTAL","MALE","2005","18"
"KAZ","","TOTAL","MALE","2006","26"
"KAZ","","TOTAL","MALE","2007","26"
"KAZ","","TOTAL","MALE","2008","11"
"KAZ","","TOTAL","MALE","2009","8"
"KAZ","","TOTAL","MALE","2010","6"
"KAZ","","TOTAL","FEMALE","1981","191"
"KAZ","","TOTAL","FEMALE","1982","63"
"KAZ","","TOTAL","FEMALE","1985","113"
"KAZ","","TOTAL","FEMALE","1986","74"
"KAZ","","TOTAL","FEMALE","1987","31"
"KAZ","","TOTAL","FEMALE","1988","61"
"KAZ","","TOTAL","FEMALE","1989","45"
"KAZ","","TOTAL","FEMALE","1990","72"
"KAZ","","TOTAL","FEMALE","1991","62"
"KAZ","","TOTAL","FEMALE","1992","70"
"KAZ","","TOTAL","FEMALE","1993","86"
"KAZ","","TOTAL","FEMALE","1994","53"
"KAZ","","TOTAL","FEMALE","1995","73"
"KAZ","","TOTAL","FEMALE","1996","95"
"KAZ","","TOTAL","FEMALE","1997","42"
"KAZ","","TOTAL","FEMALE","1998","20"
"KAZ","","TOTAL","FEMALE","1999","18"
"KAZ","","TOTAL","FEMALE","2000","34"
"KAZ","","TOTAL","FEMALE","2001","18"
"KAZ","","TOTAL","FEMALE","2002","19"
"KAZ","","TOTAL","FEMALE","2003","28"
"KAZ","","TOTAL","FEMALE","2004","21"
"KAZ","","TOTAL","FEMALE","2005","29"
"KAZ","","TOTAL","FEMALE","2006","20"
"KAZ","","TOTAL","FEMALE","2007","35"
"KAZ","","TOTAL","FEMALE","2008","22"
"KAZ","","TOTAL","FEMALE","2009","9"
"KAZ","","TOTAL","FEMALE","2010","8"
"KGZ","","TOTAL","FEMALE","1981","154"
"KGZ","","TOTAL","FEMALE","1982","112"
"KGZ","","TOTAL","FEMALE","1985","202"
"KGZ","","TOTAL","FEMALE","1986","82"
"KGZ","","TOTAL","FEMALE","1987","45"
"KGZ","","TOTAL","FEMALE","1988","60"
"KGZ","","TOTAL","FEMALE","1989","42"
"KGZ","","TOTAL","FEMALE","1990","44"
"KGZ","","TOTAL","FEMALE","1991","22"
"KGZ","","TOTAL","FEMALE","1992","31"
"KGZ","","TOTAL","FEMALE","1993","38"
"KGZ","","TOTAL","FEMALE","1994","25"
"KGZ","","TOTAL","FEMALE","1995","16"
"KGZ","","TOTAL","FEMALE","1996","23"
"KGZ","","TOTAL","FEMALE","1997","12"
"KGZ","","TOTAL","FEMALE","1998","16"
"KGZ","","TOTAL","FEMALE","1999","6"
"KGZ","","TOTAL","FEMALE","2000","123"
"KGZ","","TOTAL","FEMALE","2001","15"
"KGZ","","TOTAL","FEMALE","2002","13"
"KGZ","","TOTAL","FEMALE","2003","14"
"KGZ","","TOTAL","FEMALE","2004","34"
"KGZ","","TOTAL","FEMALE","2005","35"
"KGZ","","TOTAL","FEMALE","2006","44"
"KGZ","","TOTAL","FEMALE","2007","34"
"KGZ","","TOTAL","FEMALE","2008","34"
"KGZ","","TOTAL","FEMALE","2009","35"
"KGZ","","TOTAL","FEMALE","2010","34"
"KGZ","","TOTAL","MALE","1981","199"
"KGZ","","TOTAL","MALE","1982","121"
"KGZ","","TOTAL","MALE","1985","241"
"KGZ","","TOTAL","MALE","1986","107"
"KGZ","","TOTAL","MALE","1987","42"
"KGZ","","TOTAL","MALE","1988","55"
"KGZ","","TOTAL","MALE","1989","48"
"KGZ","","TOTAL","MALE","1990","55"
"KGZ","","TOTAL","MALE","1991","28"
"KGZ","","TOTAL","MALE","1992","47"
"KGZ","","TOTAL","MALE","1993","43"
"KGZ","","TOTAL","MALE","1994","27"
"KGZ","","TOTAL","MALE","1995","23"
"KGZ","","TOTAL","MALE","1996","27"
"KGZ","","TOTAL","MALE","1997","23"
"KGZ","","TOTAL","MALE","1998","11"
"KGZ","","TOTAL","MALE","1999","11"
"KGZ","","TOTAL","MALE","2000","165"
"KGZ","","TOTAL","MALE","2001","25"
"KGZ","","TOTAL","MALE","2002","11"
"KGZ","","TOTAL","MALE","2003","18"
"KGZ","","TOTAL","MALE","2004","40"
"KGZ","","TOTAL","MALE","2005","50"
"KGZ","","TOTAL","MALE","2006","47"
"KGZ","","TOTAL","MALE","2007","42"
"KGZ","","TOTAL","MALE","2008","52"
"KGZ","","TOTAL","MALE","2009","52"
"KGZ","","TOTAL","MALE","2010","49"
"KGZ","","TOTAL","ALL","1981","353"
"KGZ","","TOTAL","ALL","1982","233"
"KGZ","","TOTAL","ALL","1985","443"
"KGZ","","TOTAL","ALL","1986","189"
"KGZ","","TOTAL","ALL","1987","87"
"KGZ","","TOTAL","ALL","1988","115"
"KGZ","","TOTAL","ALL","1989","90"
"KGZ","","TOTAL","ALL","1990","99"
"KGZ","","TOTAL","ALL","1991","50"
"KGZ","","TOTAL","ALL","1992","78"
"KGZ","","TOTAL","ALL","1993","81"
"KGZ","","TOTAL","ALL","1994","52"
"KGZ","","TOTAL","ALL","1995","39"
"KGZ","","TOTAL","ALL","1996","50"
"KGZ","","TOTAL","ALL","1997","35"
"KGZ","","TOTAL","ALL","1998","27"
"KGZ","","TOTAL","ALL","1999","17"
"KGZ","","TOTAL","ALL","2000","288"
"KGZ","","TOTAL","ALL","2001","40"
"KGZ","","TOTAL","ALL","2002","24"
"KGZ","","TOTAL","ALL","2003","32"
"KGZ","","TOTAL","ALL","2004","74"
"KGZ","","TOTAL","ALL","2005","85"
"KGZ","","TOTAL","ALL","2006","91"
"KGZ","","TOTAL","ALL","2007","76"
"KGZ","","TOTAL","ALL","2008","86"
"KGZ","","TOTAL","ALL","2009","87"
"KGZ","","TOTAL","ALL","2010","83"
"LTU","","TOTAL","ALL","1981","15"
"LTU","","TOTAL","ALL","1982","1"
"LTU","","TOTAL","ALL","1985","1"
"LTU","","TOTAL","ALL","1986","3"
"LTU","","TOTAL","ALL","1987","2"
"LTU","","TOTAL","ALL","1988","4"
"LTU","","TOTAL","ALL","1989","0"
"LTU","","TOTAL","ALL","1990","5"
"LTU","","TOTAL","ALL","1991","0"
"LTU","","TOTAL","ALL","1992","2"
"LTU","","TOTAL","ALL","1993","4"
"LTU","","TOTAL","ALL","1994","3"
"LTU","","TOTAL","ALL","1995","6"
"LTU","","TOTAL","ALL","1996","9"
"LTU","","TOTAL","ALL","1997","10"
"LTU","","TOTAL","ALL","1998","7"
"LTU","","TOTAL","ALL","1999","10"
"LTU","","TOTAL","ALL","2000","18"
"LTU","","TOTAL","ALL","2001","1"
"LTU","","TOTAL","ALL","2002","3"
"LTU","","TOTAL","ALL","2003","5"
"LTU","","TOTAL","ALL","2004","7"
"LTU","","TOTAL","ALL","2005","3"
"LTU","","TOTAL","ALL","2006","4"
"LTU","","TOTAL","ALL","2007","8"
"LTU","","TOTAL","ALL","2008","6"
"LTU","","TOTAL","ALL","2009","16"
"LTU","","TOTAL","ALL","2010","3"
"LTU","","TOTAL","MALE","1981","9"
"LTU","","TOTAL","MALE","1982","0"
"LTU","","TOTAL","MALE","1985","0"
"LTU","","TOTAL","MALE","1986","0"
"LTU","","TOTAL","MALE","1987","1"
"LTU","","TOTAL","MALE","1988","1"
"LTU","","TOTAL","MALE","1989","0"
"LTU","","TOTAL","MALE","1990","3"
"LTU","","TOTAL","MALE","1991","0"
"LTU","","TOTAL","MALE","1992","1"
"LTU","","TOTAL","MALE","1993","3"
"LTU","","TOTAL","MALE","1994","2"
"LTU","","TOTAL","MALE","1995","3"
"LTU","","TOTAL","MALE","1996","6"
"LTU","","TOTAL","MALE","1997","4"
"LTU","","TOTAL","MALE","1998","3"
"LTU","","TOTAL","MALE","1999","6"
"LTU","","TOTAL","MALE","2000","7"
"LTU","","TOTAL","MALE","2001","1"
"LTU","","TOTAL","MALE","2002","2"
"LTU","","TOTAL","MALE","2003","3"
"LTU","","TOTAL","MALE","2004","3"
"LTU","","TOTAL","MALE","2005","2"
"LTU","","TOTAL","MALE","2006","2"
"LTU","","TOTAL","MALE","2007","6"
"LTU","","TOTAL","MALE","2008","2"
"LTU","","TOTAL","MALE","2009","8"
"LTU","","TOTAL","MALE","2010","2"
"LTU","","TOTAL","FEMALE","1981","6"
"LTU","","TOTAL","FEMALE","1982","1"
"LTU","","TOTAL","FEMALE","1985","1"
"LTU","","TOTAL","FEMALE","1986","3"
"LTU","","TOTAL","FEMALE","1987","1"
"LTU","","TOTAL","FEMALE","1988","3"
"LTU","","TOTAL","FEMALE","1989","0"
"LTU","","TOTAL","FEMALE","1990","2"
"LTU","","TOTAL","FEMALE","1991","0"
"LTU","","TOTAL","FEMALE","1992","1"
"LTU","","TOTAL","FEMALE","1993","1"
"LTU","","TOTAL","FEMALE","1994","1"
"LTU","","TOTAL","FEMALE","1995","3"
"LTU","","TOTAL","FEMALE","1996","3"
"LTU","","TOTAL","FEMALE","1997","6"
"LTU","","TOTAL","FEMALE","1998","4"
"LTU","","TOTAL","FEMALE","1999","4"
"LTU","","TOTAL","FEMALE","2000","11"
"LTU","","TOTAL","FEMALE","2001","0"
"LTU","","TOTAL","FEMALE","2002","1"
"LTU","","TOTAL","FEMALE","2003","2"
"LTU","","TOTAL","FEMALE","2004","4"
"LTU","","TOTAL","FEMALE","2005","1"
"LTU","","TOTAL","FEMALE","2006","2"
"LTU","","TOTAL","FEMALE","2007","2"
"LTU","","TOTAL","FEMALE","2008","4"
"LTU","","TOTAL","FEMALE","2009","8"
"LTU","","TOTAL","FEMALE","2010","1"
"LUX","","TOTAL","FEMALE","1980","1"
"LUX","","TOTAL","FEMALE","1981","3"
"LUX","","TOTAL","FEMALE","1982","11"
"LUX","","TOTAL","FEMALE","1983","2"
"LUX","","TOTAL","FEMALE","1984","3"
"LUX","","TOTAL","FEMALE","1985","1"
"LUX","","TOTAL","FEMALE","1986","4"
"LUX","","TOTAL","FEMALE","1987","1"
"LUX","","TOTAL","FEMALE","1988","3"
"LUX","","TOTAL","FEMALE","1989","4"
"LUX","","TOTAL","FEMALE","1990","2"
"LUX","","TOTAL","FEMALE","1991","0"
"LUX","","TOTAL","FEMALE","1992","1"
"LUX","","TOTAL","FEMALE","1993","4"
"LUX","","TOTAL","FEMALE","1994","0"
"LUX","","TOTAL","FEMALE","1995","1"
"LUX","","TOTAL","FEMALE","1996","0"
"LUX","","TOTAL","FEMALE","1997","1"
"LUX","","TOTAL","FEMALE","1998","7"
"LUX","","TOTAL","FEMALE","1999","10"
"LUX","","TOTAL","FEMALE","2000","2"
"LUX","","TOTAL","FEMALE","2001","0"
"LUX","","TOTAL","FEMALE","2002","4"
"LUX","","TOTAL","FEMALE","2003","1"
"LUX","","TOTAL","FEMALE","2004","0"
"LUX","","TOTAL","FEMALE","2005","3"
"LUX","","TOTAL","FEMALE","2006","0"
"LUX","","TOTAL","FEMALE","2007","4"
"LUX","","TOTAL","FEMALE","2008","1"
"LUX","","TOTAL","FEMALE","2009","0"
"LUX","","TOTAL","FEMALE","2010","1"
"LUX","","TOTAL","FEMALE","2011","3"
"LUX","","TOTAL","MALE","1980","3"
"LUX","","TOTAL","MALE","1981","2"
"LUX","","TOTAL","MALE","1982","2"
"LUX","","TOTAL","MALE","1983","3"
"LUX","","TOTAL","MALE","1984","1"
"LUX","","TOTAL","MALE","1985","0"
"LUX","","TOTAL","MALE","1986","2"
"LUX","","TOTAL","MALE","1987","1"
"LUX","","TOTAL","MALE","1988","2"
"LUX","","TOTAL","MALE","1989","4"
"LUX","","TOTAL","MALE","1990","4"
"LUX","","TOTAL","MALE","1991","0"
"LUX","","TOTAL","MALE","1992","4"
"LUX","","TOTAL","MALE","1993","1"
"LUX","","TOTAL","MALE","1994","1"
"LUX","","TOTAL","MALE","1995","2"
"LUX","","TOTAL","MALE","1996","0"
"LUX","","TOTAL","MALE","1997","0"
"LUX","","TOTAL","MALE","1998","0"
"LUX","","TOTAL","MALE","1999","0"
"LUX","","TOTAL","MALE","2000","3"
"LUX","","TOTAL","MALE","2001","0"
"LUX","","TOTAL","MALE","2002","1"
"LUX","","TOTAL","MALE","2003","2"
"LUX","","TOTAL","MALE","2004","2"
"LUX","","TOTAL","MALE","2005","2"
"LUX","","TOTAL","MALE","2006","1"
"LUX","","TOTAL","MALE","2007","1"
"LUX","","TOTAL","MALE","2008","0"
"LUX","","TOTAL","MALE","2009","1"
"LUX","","TOTAL","MALE","2010","0"
"LUX","","TOTAL","MALE","2011","1"
"LUX","","TOTAL","ALL","1980","4"
"LUX","","TOTAL","ALL","1981","5"
"LUX","","TOTAL","ALL","1982","13"
"LUX","","TOTAL","ALL","1983","5"
"LUX","","TOTAL","ALL","1984","4"
"LUX","","TOTAL","ALL","1985","1"
"LUX","","TOTAL","ALL","1986","6"
"LUX","","TOTAL","ALL","1987","2"
"LUX","","TOTAL","ALL","1988","5"
"LUX","","TOTAL","ALL","1989","8"
"LUX","","TOTAL","ALL","1990","6"
"LUX","","TOTAL","ALL","1991","0"
"LUX","","TOTAL","ALL","1992","5"
"LUX","","TOTAL","ALL","1993","5"
"LUX","","TOTAL","ALL","1994","1"
"LUX","","TOTAL","ALL","1995","3"
"LUX","","TOTAL","ALL","1996","0"
"LUX","","TOTAL","ALL","1997","1"
"LUX","","TOTAL","ALL","1998","7"
"LUX","","TOTAL","ALL","1999","10"
"LUX","","TOTAL","ALL","2000","5"
"LUX","","TOTAL","ALL","2001","0"
"LUX","","TOTAL","ALL","2002","5"
"LUX","","TOTAL","ALL","2003","3"
"LUX","","TOTAL","ALL","2004","2"
"LUX","","TOTAL","ALL","2005","5"
"LUX","","TOTAL","ALL","2006","1"
"LUX","","TOTAL","ALL","2007","5"
"LUX","","TOTAL","ALL","2008","1"
"LUX","","TOTAL","ALL","2009","1"
"LUX","","TOTAL","ALL","2010","1"
"LUX","","TOTAL","ALL","2011","4"
"LVA","","TOTAL","ALL","1980","49"
"LVA","","TOTAL","ALL","1981","17"
"LVA","","TOTAL","ALL","1982","7"
"LVA","","TOTAL","ALL","1983","5"
"LVA","","TOTAL","ALL","1984","6"
"LVA","","TOTAL","ALL","1985","11"
"LVA","","TOTAL","ALL","1986","5"
"LVA","","TOTAL","ALL","1987","0"
"LVA","","TOTAL","ALL","1988","5"
"LVA","","TOTAL","ALL","1989","2"
"LVA","","TOTAL","ALL","1990","5"
"LVA","","TOTAL","ALL","1991","4"
"LVA","","TOTAL","ALL","1992","1"
"LVA","","TOTAL","ALL","1993","1"
"LVA","","TOTAL","ALL","1994","1"
"LVA","","TOTAL","ALL","1995","1"
"LVA","","TOTAL","ALL","1996","5"
"LVA","","TOTAL","ALL","1997","8"
"LVA","","TOTAL","ALL","1998","1"
"LVA","","TOTAL","ALL","1999","3"
"LVA","","TOTAL","ALL","2000","29"
"LVA","","TOTAL","ALL","2001","0"
"LVA","","TOTAL","ALL","2002","5"
"LVA","","TOTAL","ALL","2003","1"
"LVA","","TOTAL","ALL","2004","5"
"LVA","","TOTAL","ALL","2005","0"
"LVA","","TOTAL","ALL","2006","0"
"LVA","","TOTAL","ALL","2007","10"
"LVA","","TOTAL","ALL","2008","3"
"LVA","","TOTAL","ALL","2009","7"
"LVA","","TOTAL","ALL","2010","1"
"LVA","","TOTAL","ALL","2011","5"
"LVA","","TOTAL","ALL","2012","7"
"LVA","","TOTAL","MALE","1980","25"
"LVA","","TOTAL","MALE","1981","11"
"LVA","","TOTAL","MALE","1982","4"
"LVA","","TOTAL","MALE","1983","1"
"LVA","","TOTAL","MALE","1984","4"
"LVA","","TOTAL","MALE","1985","3"
"LVA","","TOTAL","MALE","1986","3"
