"INDICATOR","HFAMDB_405"

"HFAMDB_405","Influenza, number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"PRT","","TOTAL","FEMALE","1997","45"
"PRT","","TOTAL","FEMALE","1998","58"
"PRT","","TOTAL","FEMALE","1999","97"
"PRT","","TOTAL","FEMALE","2000","29"
"PRT","","TOTAL","FEMALE","2001","8"
"PRT","","TOTAL","FEMALE","2002","30"
"PRT","","TOTAL","FEMALE","2003","8"
"PRT","","TOTAL","FEMALE","2004","0"
"PRT","","TOTAL","FEMALE","2007","14"
"PRT","","TOTAL","FEMALE","2008","9"
"PRT","","TOTAL","FEMALE","2009","18"
"PRT","","TOTAL","FEMALE","2010","7"
"PRT","","TOTAL","FEMALE","2011","6"
"ROU","","TOTAL","FEMALE","1980","106"
"ROU","","TOTAL","FEMALE","1981","27"
"ROU","","TOTAL","FEMALE","1982","4"
"ROU","","TOTAL","FEMALE","1983","63"
"ROU","","TOTAL","FEMALE","1984","12"
"ROU","","TOTAL","FEMALE","1985","21"
"ROU","","TOTAL","FEMALE","1986","19"
"ROU","","TOTAL","FEMALE","1987","1"
"ROU","","TOTAL","FEMALE","1988","6"
"ROU","","TOTAL","FEMALE","1989","10"
"ROU","","TOTAL","FEMALE","1990","3"
"ROU","","TOTAL","FEMALE","1991","2"
"ROU","","TOTAL","FEMALE","1992","5"
"ROU","","TOTAL","FEMALE","1993","11"
"ROU","","TOTAL","FEMALE","1994","32"
"ROU","","TOTAL","FEMALE","1995","6"
"ROU","","TOTAL","FEMALE","1996","30"
"ROU","","TOTAL","FEMALE","1997","4"
"ROU","","TOTAL","FEMALE","1998","4"
"ROU","","TOTAL","FEMALE","1999","58"
"ROU","","TOTAL","FEMALE","2000","24"
"ROU","","TOTAL","FEMALE","2001","15"
"ROU","","TOTAL","FEMALE","2002","17"
"ROU","","TOTAL","FEMALE","2003","6"
"ROU","","TOTAL","FEMALE","2004","10"
"ROU","","TOTAL","FEMALE","2005","6"
"ROU","","TOTAL","FEMALE","2006","6"
"ROU","","TOTAL","FEMALE","2007","14"
"ROU","","TOTAL","FEMALE","2008","2"
"ROU","","TOTAL","FEMALE","2009","24"
"ROU","","TOTAL","FEMALE","2010","6"
"ROU","","TOTAL","FEMALE","2011","6"
"ROU","","TOTAL","MALE","1980","98"
"ROU","","TOTAL","MALE","1981","21"
"ROU","","TOTAL","MALE","1982","3"
"ROU","","TOTAL","MALE","1983","50"
"ROU","","TOTAL","MALE","1984","10"
"ROU","","TOTAL","MALE","1985","19"
"ROU","","TOTAL","MALE","1986","22"
"ROU","","TOTAL","MALE","1987","7"
"ROU","","TOTAL","MALE","1988","13"
"ROU","","TOTAL","MALE","1989","13"
"ROU","","TOTAL","MALE","1990","5"
"ROU","","TOTAL","MALE","1991","0"
"ROU","","TOTAL","MALE","1992","6"
"ROU","","TOTAL","MALE","1993","8"
"ROU","","TOTAL","MALE","1994","25"
"ROU","","TOTAL","MALE","1995","11"
"ROU","","TOTAL","MALE","1996","18"
"ROU","","TOTAL","MALE","1997","8"
"ROU","","TOTAL","MALE","1998","3"
"ROU","","TOTAL","MALE","1999","41"
"ROU","","TOTAL","MALE","2000","21"
"ROU","","TOTAL","MALE","2001","14"
"ROU","","TOTAL","MALE","2002","11"
"ROU","","TOTAL","MALE","2003","11"
"ROU","","TOTAL","MALE","2004","7"
"ROU","","TOTAL","MALE","2005","7"
"ROU","","TOTAL","MALE","2006","7"
"ROU","","TOTAL","MALE","2007","6"
"ROU","","TOTAL","MALE","2008","3"
"ROU","","TOTAL","MALE","2009","18"
"ROU","","TOTAL","MALE","2010","25"
"ROU","","TOTAL","MALE","2011","15"
"ROU","","TOTAL","ALL","1980","204"
"ROU","","TOTAL","ALL","1981","48"
"ROU","","TOTAL","ALL","1982","7"
"ROU","","TOTAL","ALL","1983","113"
"ROU","","TOTAL","ALL","1984","22"
"ROU","","TOTAL","ALL","1985","40"
"ROU","","TOTAL","ALL","1986","41"
"ROU","","TOTAL","ALL","1987","8"
"ROU","","TOTAL","ALL","1988","19"
"ROU","","TOTAL","ALL","1989","23"
"ROU","","TOTAL","ALL","1990","8"
"ROU","","TOTAL","ALL","1991","2"
"ROU","","TOTAL","ALL","1992","11"
"ROU","","TOTAL","ALL","1993","19"
"ROU","","TOTAL","ALL","1994","57"
"ROU","","TOTAL","ALL","1995","17"
"ROU","","TOTAL","ALL","1996","48"
"ROU","","TOTAL","ALL","1997","12"
"ROU","","TOTAL","ALL","1998","7"
"ROU","","TOTAL","ALL","1999","99"
"ROU","","TOTAL","ALL","2000","45"
"ROU","","TOTAL","ALL","2001","29"
"ROU","","TOTAL","ALL","2002","28"
"ROU","","TOTAL","ALL","2003","17"
"ROU","","TOTAL","ALL","2004","17"
"ROU","","TOTAL","ALL","2005","13"
"ROU","","TOTAL","ALL","2006","13"
"ROU","","TOTAL","ALL","2007","20"
"ROU","","TOTAL","ALL","2008","5"
"ROU","","TOTAL","ALL","2009","42"
"ROU","","TOTAL","ALL","2010","31"
"ROU","","TOTAL","ALL","2011","21"
"RUS","","TOTAL","ALL","1980","2195"
"RUS","","TOTAL","ALL","1981","1374"
"RUS","","TOTAL","ALL","1982","409"
"RUS","","TOTAL","ALL","1983","461"
"RUS","","TOTAL","ALL","1984","1280"
"RUS","","TOTAL","ALL","1985","1349"
"RUS","","TOTAL","ALL","1986","741"
"RUS","","TOTAL","ALL","1987","466"
"RUS","","TOTAL","ALL","1988","968"
"RUS","","TOTAL","ALL","1989","509"
"RUS","","TOTAL","ALL","1990","616"
"RUS","","TOTAL","ALL","1991","462"
"RUS","","TOTAL","ALL","1992","430"
"RUS","","TOTAL","ALL","1993","425"
"RUS","","TOTAL","ALL","1994","295"
"RUS","","TOTAL","ALL","1995","475"
"RUS","","TOTAL","ALL","1996","439"
"RUS","","TOTAL","ALL","1997","586"
"RUS","","TOTAL","ALL","1998","257"
"RUS","","TOTAL","ALL","1999","546"
"RUS","","TOTAL","ALL","2000","513"
"RUS","","TOTAL","ALL","2001","197"
"RUS","","TOTAL","ALL","2002","222"
"RUS","","TOTAL","ALL","2003","231"
"RUS","","TOTAL","ALL","2004","111"
"RUS","","TOTAL","ALL","2005","123"
"RUS","","TOTAL","ALL","2006","93"
"RUS","","TOTAL","ALL","2007","97"
"RUS","","TOTAL","ALL","2008","92"
"RUS","","TOTAL","ALL","2009","941"
"RUS","","TOTAL","ALL","2010","232"
"RUS","","TOTAL","MALE","1980","1013"
"RUS","","TOTAL","MALE","1981","701"
"RUS","","TOTAL","MALE","1982","225"
"RUS","","TOTAL","MALE","1983","250"
"RUS","","TOTAL","MALE","1984","639"
"RUS","","TOTAL","MALE","1985","732"
"RUS","","TOTAL","MALE","1986","412"
"RUS","","TOTAL","MALE","1987","259"
"RUS","","TOTAL","MALE","1988","482"
"RUS","","TOTAL","MALE","1989","277"
"RUS","","TOTAL","MALE","1990","345"
"RUS","","TOTAL","MALE","1991","254"
"RUS","","TOTAL","MALE","1992","229"
"RUS","","TOTAL","MALE","1993","216"
"RUS","","TOTAL","MALE","1994","164"
"RUS","","TOTAL","MALE","1995","234"
"RUS","","TOTAL","MALE","1996","218"
"RUS","","TOTAL","MALE","1997","302"
"RUS","","TOTAL","MALE","1998","139"
"RUS","","TOTAL","MALE","1999","267"
"RUS","","TOTAL","MALE","2000","269"
"RUS","","TOTAL","MALE","2001","102"
"RUS","","TOTAL","MALE","2002","99"
"RUS","","TOTAL","MALE","2003","118"
"RUS","","TOTAL","MALE","2004","55"
"RUS","","TOTAL","MALE","2005","72"
"RUS","","TOTAL","MALE","2006","48"
"RUS","","TOTAL","MALE","2007","58"
"RUS","","TOTAL","MALE","2008","45"
"RUS","","TOTAL","MALE","2009","461"
"RUS","","TOTAL","MALE","2010","111"
"RUS","","TOTAL","FEMALE","1980","1182"
"RUS","","TOTAL","FEMALE","1981","673"
"RUS","","TOTAL","FEMALE","1982","184"
"RUS","","TOTAL","FEMALE","1983","211"
"RUS","","TOTAL","FEMALE","1984","641"
"RUS","","TOTAL","FEMALE","1985","617"
"RUS","","TOTAL","FEMALE","1986","329"
"RUS","","TOTAL","FEMALE","1987","207"
"RUS","","TOTAL","FEMALE","1988","486"
"RUS","","TOTAL","FEMALE","1989","232"
"RUS","","TOTAL","FEMALE","1990","271"
"RUS","","TOTAL","FEMALE","1991","208"
"RUS","","TOTAL","FEMALE","1992","201"
"RUS","","TOTAL","FEMALE","1993","209"
"RUS","","TOTAL","FEMALE","1994","131"
"RUS","","TOTAL","FEMALE","1995","241"
"RUS","","TOTAL","FEMALE","1996","221"
"RUS","","TOTAL","FEMALE","1997","284"
"RUS","","TOTAL","FEMALE","1998","118"
"RUS","","TOTAL","FEMALE","1999","279"
"RUS","","TOTAL","FEMALE","2000","244"
"RUS","","TOTAL","FEMALE","2001","95"
"RUS","","TOTAL","FEMALE","2002","123"
"RUS","","TOTAL","FEMALE","2003","113"
"RUS","","TOTAL","FEMALE","2004","56"
"RUS","","TOTAL","FEMALE","2005","51"
"RUS","","TOTAL","FEMALE","2006","45"
"RUS","","TOTAL","FEMALE","2007","39"
"RUS","","TOTAL","FEMALE","2008","47"
"RUS","","TOTAL","FEMALE","2009","480"
"RUS","","TOTAL","FEMALE","2010","121"
"SMR","","TOTAL","FEMALE","1995","0"
"SMR","","TOTAL","FEMALE","1996","0"
"SMR","","TOTAL","FEMALE","1997","0"
"SMR","","TOTAL","FEMALE","1998","0"
"SMR","","TOTAL","FEMALE","1999","0"
"SMR","","TOTAL","FEMALE","2000","0"
"SMR","","TOTAL","FEMALE","2002","0"
"SMR","","TOTAL","FEMALE","2005","0"
"SMR","","TOTAL","MALE","1995","0"
"SMR","","TOTAL","MALE","1996","0"
"SMR","","TOTAL","MALE","1997","0"
"SMR","","TOTAL","MALE","1998","0"
"SMR","","TOTAL","MALE","1999","0"
"SMR","","TOTAL","MALE","2000","0"
"SMR","","TOTAL","MALE","2002","0"
"SMR","","TOTAL","MALE","2005","0"
"SMR","","TOTAL","ALL","1995","0"
"SMR","","TOTAL","ALL","1996","0"
"SMR","","TOTAL","ALL","1997","0"
"SMR","","TOTAL","ALL","1998","0"
"SMR","","TOTAL","ALL","1999","0"
"SMR","","TOTAL","ALL","2000","0"
"SMR","","TOTAL","ALL","2002","0"
"SMR","","TOTAL","ALL","2005","0"
"ESP","","TOTAL","ALL","1980","997"
"ESP","","TOTAL","ALL","1981","2054"
"ESP","","TOTAL","ALL","1982","676"
"ESP","","TOTAL","ALL","1983","1639"
"ESP","","TOTAL","ALL","1984","648"
"ESP","","TOTAL","ALL","1985","712"
"ESP","","TOTAL","ALL","1986","909"
"ESP","","TOTAL","ALL","1987","554"
"ESP","","TOTAL","ALL","1988","445"
"ESP","","TOTAL","ALL","1989","543"
"ESP","","TOTAL","ALL","1990","832"
"ESP","","TOTAL","ALL","1991","442"
"ESP","","TOTAL","ALL","1992","271"
"ESP","","TOTAL","ALL","1993","430"
"ESP","","TOTAL","ALL","1994","300"
"ESP","","TOTAL","ALL","1995","416"
"ESP","","TOTAL","ALL","1996","435"
"ESP","","TOTAL","ALL","1997","435"
"ESP","","TOTAL","ALL","1998","620"
"ESP","","TOTAL","ALL","1999","1186"
"ESP","","TOTAL","ALL","2000","723"
"ESP","","TOTAL","ALL","2001","80"
"ESP","","TOTAL","ALL","2002","337"
"ESP","","TOTAL","ALL","2003","182"
"ESP","","TOTAL","ALL","2004","87"
"ESP","","TOTAL","ALL","2005","543"
"ESP","","TOTAL","ALL","2006","48"
"ESP","","TOTAL","ALL","2007","71"
"ESP","","TOTAL","ALL","2008","81"
"ESP","","TOTAL","ALL","2009","97"
"ESP","","TOTAL","ALL","2010","22"
"ESP","","TOTAL","ALL","2011","91"
"ESP","","TOTAL","MALE","1980","389"
"ESP","","TOTAL","MALE","1981","815"
"ESP","","TOTAL","MALE","1982","252"
"ESP","","TOTAL","MALE","1983","640"
"ESP","","TOTAL","MALE","1984","249"
"ESP","","TOTAL","MALE","1985","255"
"ESP","","TOTAL","MALE","1986","324"
"ESP","","TOTAL","MALE","1987","214"
"ESP","","TOTAL","MALE","1988","177"
"ESP","","TOTAL","MALE","1989","186"
"ESP","","TOTAL","MALE","1990","321"
"ESP","","TOTAL","MALE","1991","151"
"ESP","","TOTAL","MALE","1992","102"
"ESP","","TOTAL","MALE","1993","147"
"ESP","","TOTAL","MALE","1994","114"
"ESP","","TOTAL","MALE","1995","143"
"ESP","","TOTAL","MALE","1996","157"
"ESP","","TOTAL","MALE","1997","143"
"ESP","","TOTAL","MALE","1998","222"
"ESP","","TOTAL","MALE","1999","414"
"ESP","","TOTAL","MALE","2000","250"
"ESP","","TOTAL","MALE","2001","25"
"ESP","","TOTAL","MALE","2002","97"
"ESP","","TOTAL","MALE","2003","65"
"ESP","","TOTAL","MALE","2004","28"
"ESP","","TOTAL","MALE","2005","182"
"ESP","","TOTAL","MALE","2006","14"
"ESP","","TOTAL","MALE","2007","25"
"ESP","","TOTAL","MALE","2008","26"
"ESP","","TOTAL","MALE","2009","31"
"ESP","","TOTAL","MALE","2010","8"
"ESP","","TOTAL","MALE","2011","32"
"ESP","","TOTAL","FEMALE","1980","608"
"ESP","","TOTAL","FEMALE","1981","1239"
"ESP","","TOTAL","FEMALE","1982","424"
"ESP","","TOTAL","FEMALE","1983","999"
"ESP","","TOTAL","FEMALE","1984","399"
"ESP","","TOTAL","FEMALE","1985","457"
"ESP","","TOTAL","FEMALE","1986","585"
"ESP","","TOTAL","FEMALE","1987","340"
"ESP","","TOTAL","FEMALE","1988","268"
"ESP","","TOTAL","FEMALE","1989","357"
"ESP","","TOTAL","FEMALE","1990","511"
"ESP","","TOTAL","FEMALE","1991","291"
"ESP","","TOTAL","FEMALE","1992","169"
"ESP","","TOTAL","FEMALE","1993","283"
"ESP","","TOTAL","FEMALE","1994","186"
"ESP","","TOTAL","FEMALE","1995","273"
"ESP","","TOTAL","FEMALE","1996","278"
"ESP","","TOTAL","FEMALE","1997","292"
"ESP","","TOTAL","FEMALE","1998","398"
"ESP","","TOTAL","FEMALE","1999","772"
"ESP","","TOTAL","FEMALE","2000","473"
"ESP","","TOTAL","FEMALE","2001","55"
"ESP","","TOTAL","FEMALE","2002","240"
"ESP","","TOTAL","FEMALE","2003","117"
"ESP","","TOTAL","FEMALE","2004","59"
"ESP","","TOTAL","FEMALE","2005","361"
"ESP","","TOTAL","FEMALE","2006","34"
"ESP","","TOTAL","FEMALE","2007","46"
"ESP","","TOTAL","FEMALE","2008","55"
"ESP","","TOTAL","FEMALE","2009","66"
"ESP","","TOTAL","FEMALE","2010","14"
"ESP","","TOTAL","FEMALE","2011","59"
"SRB","","TOTAL","FEMALE","2004","2"
"SRB","","TOTAL","FEMALE","2005","3"
"SRB","","TOTAL","FEMALE","2006","1"
"SRB","","TOTAL","FEMALE","2007","2"
"SRB","","TOTAL","FEMALE","2008","3"
"SRB","","TOTAL","FEMALE","2009","28"
"SRB","","TOTAL","FEMALE","2010","11"
"SRB","","TOTAL","FEMALE","2011","9"
"SRB","","TOTAL","FEMALE","2012","3"
"SRB","","TOTAL","MALE","2004","3"
"SRB","","TOTAL","MALE","2005","1"
"SRB","","TOTAL","MALE","2006","0"
"SRB","","TOTAL","MALE","2007","2"
"SRB","","TOTAL","MALE","2008","0"
"SRB","","TOTAL","MALE","2009","26"
"SRB","","TOTAL","MALE","2010","21"
"SRB","","TOTAL","MALE","2011","30"
"SRB","","TOTAL","MALE","2012","0"
"SRB","","TOTAL","ALL","2004","5"
"SRB","","TOTAL","ALL","2005","4"
"SRB","","TOTAL","ALL","2006","1"
"SRB","","TOTAL","ALL","2007","4"
"SRB","","TOTAL","ALL","2008","3"
"SRB","","TOTAL","ALL","2009","54"
"SRB","","TOTAL","ALL","2010","32"
"SRB","","TOTAL","ALL","2011","39"
"SRB","","TOTAL","ALL","2012","3"
"SVK","","TOTAL","ALL","1992","28"
"SVK","","TOTAL","ALL","1993","40"
"SVK","","TOTAL","ALL","1994","52"
"SVK","","TOTAL","ALL","1995","89"
"SVK","","TOTAL","ALL","1996","40"
"SVK","","TOTAL","ALL","1997","24"
"SVK","","TOTAL","ALL","1998","22"
"SVK","","TOTAL","ALL","1999","55"
"SVK","","TOTAL","ALL","2000","71"
"SVK","","TOTAL","ALL","2001","29"
"SVK","","TOTAL","ALL","2002","22"
"SVK","","TOTAL","ALL","2003","46"
"SVK","","TOTAL","ALL","2004","17"
"SVK","","TOTAL","ALL","2005","19"
"SVK","","TOTAL","ALL","2006","7"
"SVK","","TOTAL","ALL","2007","10"
"SVK","","TOTAL","ALL","2008","13"
"SVK","","TOTAL","ALL","2009","8"
"SVK","","TOTAL","ALL","2010","7"
"SVK","","TOTAL","MALE","1992","9"
"SVK","","TOTAL","MALE","1993","18"
"SVK","","TOTAL","MALE","1994","24"
"SVK","","TOTAL","MALE","1995","46"
"SVK","","TOTAL","MALE","1996","12"
"SVK","","TOTAL","MALE","1997","11"
"SVK","","TOTAL","MALE","1998","8"
"SVK","","TOTAL","MALE","1999","28"
"SVK","","TOTAL","MALE","2000","29"
"SVK","","TOTAL","MALE","2001","12"
"SVK","","TOTAL","MALE","2002","5"
"SVK","","TOTAL","MALE","2003","13"
"SVK","","TOTAL","MALE","2004","6"
"SVK","","TOTAL","MALE","2005","8"
"SVK","","TOTAL","MALE","2006","1"
"SVK","","TOTAL","MALE","2007","3"
"SVK","","TOTAL","MALE","2008","5"
"SVK","","TOTAL","MALE","2009","3"
"SVK","","TOTAL","MALE","2010","2"
"SVK","","TOTAL","FEMALE","1992","19"
"SVK","","TOTAL","FEMALE","1993","22"
"SVK","","TOTAL","FEMALE","1994","28"
"SVK","","TOTAL","FEMALE","1995","43"
"SVK","","TOTAL","FEMALE","1996","28"
"SVK","","TOTAL","FEMALE","1997","13"
"SVK","","TOTAL","FEMALE","1998","14"
"SVK","","TOTAL","FEMALE","1999","27"
"SVK","","TOTAL","FEMALE","2000","42"
"SVK","","TOTAL","FEMALE","2001","17"
"SVK","","TOTAL","FEMALE","2002","17"
"SVK","","TOTAL","FEMALE","2003","33"
"SVK","","TOTAL","FEMALE","2004","11"
"SVK","","TOTAL","FEMALE","2005","11"
"SVK","","TOTAL","FEMALE","2006","6"
"SVK","","TOTAL","FEMALE","2007","7"
"SVK","","TOTAL","FEMALE","2008","8"
"SVK","","TOTAL","FEMALE","2009","5"
"SVK","","TOTAL","FEMALE","2010","5"
"SVN","","TOTAL","FEMALE","1985","28"
"SVN","","TOTAL","FEMALE","1986","50"
"SVN","","TOTAL","FEMALE","1987","29"
"SVN","","TOTAL","FEMALE","1988","33"
"SVN","","TOTAL","FEMALE","1989","33"
"SVN","","TOTAL","FEMALE","1990","3"
"SVN","","TOTAL","FEMALE","1991","0"
"SVN","","TOTAL","FEMALE","1992","10"
"SVN","","TOTAL","FEMALE","1993","7"
"SVN","","TOTAL","FEMALE","1994","10"
"SVN","","TOTAL","FEMALE","1995","3"
"SVN","","TOTAL","FEMALE","1996","0"
"SVN","","TOTAL","FEMALE","1997","6"
"SVN","","TOTAL","FEMALE","1998","0"
"SVN","","TOTAL","FEMALE","1999","6"
"SVN","","TOTAL","FEMALE","2000","3"
"SVN","","TOTAL","FEMALE","2001","1"
"SVN","","TOTAL","FEMALE","2002","0"
"SVN","","TOTAL","FEMALE","2003","3"
"SVN","","TOTAL","FEMALE","2004","2"
"SVN","","TOTAL","FEMALE","2005","6"
"SVN","","TOTAL","FEMALE","2006","4"
"SVN","","TOTAL","FEMALE","2007","0"
"SVN","","TOTAL","FEMALE","2008","1"
"SVN","","TOTAL","FEMALE","2009","2"
"SVN","","TOTAL","FEMALE","2010","2"
"SVN","","TOTAL","MALE","1985","21"
"SVN","","TOTAL","MALE","1986","34"
"SVN","","TOTAL","MALE","1987","21"
"SVN","","TOTAL","MALE","1988","13"
"SVN","","TOTAL","MALE","1989","12"
"SVN","","TOTAL","MALE","1990","2"
"SVN","","TOTAL","MALE","1991","0"
"SVN","","TOTAL","MALE","1992","1"
"SVN","","TOTAL","MALE","1993","3"
"SVN","","TOTAL","MALE","1994","5"
"SVN","","TOTAL","MALE","1995","1"
"SVN","","TOTAL","MALE","1996","0"
"SVN","","TOTAL","MALE","1997","2"
"SVN","","TOTAL","MALE","1998","1"
"SVN","","TOTAL","MALE","1999","6"
"SVN","","TOTAL","MALE","2000","2"
"SVN","","TOTAL","MALE","2001","0"
"SVN","","TOTAL","MALE","2002","0"
"SVN","","TOTAL","MALE","2003","0"
"SVN","","TOTAL","MALE","2004","1"
"SVN","","TOTAL","MALE","2005","2"
"SVN","","TOTAL","MALE","2006","0"
"SVN","","TOTAL","MALE","2007","0"
"SVN","","TOTAL","MALE","2008","0"
"SVN","","TOTAL","MALE","2009","1"
"SVN","","TOTAL","MALE","2010","1"
"SVN","","TOTAL","ALL","1985","49"
"SVN","","TOTAL","ALL","1986","84"
"SVN","","TOTAL","ALL","1987","50"
"SVN","","TOTAL","ALL","1988","46"
"SVN","","TOTAL","ALL","1989","45"
"SVN","","TOTAL","ALL","1990","5"
"SVN","","TOTAL","ALL","1991","0"
"SVN","","TOTAL","ALL","1992","11"
"SVN","","TOTAL","ALL","1993","10"
"SVN","","TOTAL","ALL","1994","15"
"SVN","","TOTAL","ALL","1995","4"
"SVN","","TOTAL","ALL","1996","0"
"SVN","","TOTAL","ALL","1997","8"
"SVN","","TOTAL","ALL","1998","1"
"SVN","","TOTAL","ALL","1999","12"
"SVN","","TOTAL","ALL","2000","5"
"SVN","","TOTAL","ALL","2001","1"
"SVN","","TOTAL","ALL","2002","0"
"SVN","","TOTAL","ALL","2003","3"
"SVN","","TOTAL","ALL","2004","3"
"SVN","","TOTAL","ALL","2005","8"
"SVN","","TOTAL","ALL","2006","4"
"SVN","","TOTAL","ALL","2007","0"
"SVN","","TOTAL","ALL","2008","1"
"SVN","","TOTAL","ALL","2009","3"
"SVN","","TOTAL","ALL","2010","3"
"SWE","","TOTAL","ALL","1987","49"
"SWE","","TOTAL","ALL","1988","291"
"SWE","","TOTAL","ALL","1989","191"
"SWE","","TOTAL","ALL","1990","107"
"SWE","","TOTAL","ALL","1991","68"
"SWE","","TOTAL","ALL","1992","145"
"SWE","","TOTAL","ALL","1993","566"
"SWE","","TOTAL","ALL","1994","196"
"SWE","","TOTAL","ALL","1995","131"
"SWE","","TOTAL","ALL","1996","330"
"SWE","","TOTAL","ALL","1999","522"
"SWE","","TOTAL","ALL","2000","500"
"SWE","","TOTAL","ALL","2001","68"
"SWE","","TOTAL","ALL","2002","198"
"SWE","","TOTAL","ALL","2003","79"
"SWE","","TOTAL","ALL","2004","108"
"SWE","","TOTAL","ALL","2005","191"
"SWE","","TOTAL","ALL","2006","37"
"SWE","","TOTAL","ALL","2007","59"
"SWE","","TOTAL","ALL","2008","37"
"SWE","","TOTAL","ALL","2009","74"
"SWE","","TOTAL","ALL","2010","11"
"SWE","","TOTAL","MALE","1987","22"
"SWE","","TOTAL","MALE","1988","120"
"SWE","","TOTAL","MALE","1989","84"
"SWE","","TOTAL","MALE","1990","32"
"SWE","","TOTAL","MALE","1991","26"
"SWE","","TOTAL","MALE","1992","67"
"SWE","","TOTAL","MALE","1993","218"
"SWE","","TOTAL","MALE","1994","85"
"SWE","","TOTAL","MALE","1995","50"
"SWE","","TOTAL","MALE","1996","143"
"SWE","","TOTAL","MALE","1999","208"
"SWE","","TOTAL","MALE","2000","201"
"SWE","","TOTAL","MALE","2001","24"
"SWE","","TOTAL","MALE","2002","80"
"SWE","","TOTAL","MALE","2003","34"
"SWE","","TOTAL","MALE","2004","50"
"SWE","","TOTAL","MALE","2005","71"
"SWE","","TOTAL","MALE","2006","15"
"SWE","","TOTAL","MALE","2007","26"
"SWE","","TOTAL","MALE","2008","13"
"SWE","","TOTAL","MALE","2009","29"
"SWE","","TOTAL","MALE","2010","6"
"SWE","","TOTAL","FEMALE","1987","27"
"SWE","","TOTAL","FEMALE","1988","171"
"SWE","","TOTAL","FEMALE","1989","107"
"SWE","","TOTAL","FEMALE","1990","75"
"SWE","","TOTAL","FEMALE","1991","42"
"SWE","","TOTAL","FEMALE","1992","78"
"SWE","","TOTAL","FEMALE","1993","348"
"SWE","","TOTAL","FEMALE","1994","111"
"SWE","","TOTAL","FEMALE","1995","81"
"SWE","","TOTAL","FEMALE","1996","187"
"SWE","","TOTAL","FEMALE","1999","314"
"SWE","","TOTAL","FEMALE","2000","299"
"SWE","","TOTAL","FEMALE","2001","44"
"SWE","","TOTAL","FEMALE","2002","118"
"SWE","","TOTAL","FEMALE","2003","45"
"SWE","","TOTAL","FEMALE","2004","58"
"SWE","","TOTAL","FEMALE","2005","120"
"SWE","","TOTAL","FEMALE","2006","22"
"SWE","","TOTAL","FEMALE","2007","33"
"SWE","","TOTAL","FEMALE","2008","24"
"SWE","","TOTAL","FEMALE","2009","45"
"SWE","","TOTAL","FEMALE","2010","5"
"CHE","","TOTAL","FEMALE","1995","110"
"CHE","","TOTAL","FEMALE","1996","151"
"CHE","","TOTAL","FEMALE","1997","215"
"CHE","","TOTAL","FEMALE","1998","260"
"CHE","","TOTAL","FEMALE","1999","206"
"CHE","","TOTAL","FEMALE","2000","175"
"CHE","","TOTAL","FEMALE","2001","22"
"CHE","","TOTAL","FEMALE","2002","60"
"CHE","","TOTAL","FEMALE","2003","47"
"CHE","","TOTAL","FEMALE","2004","48"
"CHE","","TOTAL","FEMALE","2005","92"
"CHE","","TOTAL","FEMALE","2006","5"
"CHE","","TOTAL","FEMALE","2007","25"
"CHE","","TOTAL","FEMALE","2008","8"
"CHE","","TOTAL","MALE","1995","54"
"CHE","","TOTAL","MALE","1996","65"
"CHE","","TOTAL","MALE","1997","108"
"CHE","","TOTAL","MALE","1998","102"
"CHE","","TOTAL","MALE","1999","80"
"CHE","","TOTAL","MALE","2000","112"
"CHE","","TOTAL","MALE","2001","10"
"CHE","","TOTAL","MALE","2002","23"
"CHE","","TOTAL","MALE","2003","19"
"CHE","","TOTAL","MALE","2004","20"
"CHE","","TOTAL","MALE","2005","37"
"CHE","","TOTAL","MALE","2006","3"
"CHE","","TOTAL","MALE","2007","12"
"CHE","","TOTAL","MALE","2008","10"
"CHE","","TOTAL","ALL","1995","164"
"CHE","","TOTAL","ALL","1996","216"
"CHE","","TOTAL","ALL","1997","323"
"CHE","","TOTAL","ALL","1998","362"
"CHE","","TOTAL","ALL","1999","286"
"CHE","","TOTAL","ALL","2000","287"
"CHE","","TOTAL","ALL","2001","32"
"CHE","","TOTAL","ALL","2002","83"
"CHE","","TOTAL","ALL","2003","66"
"CHE","","TOTAL","ALL","2004","68"
"CHE","","TOTAL","ALL","2005","129"
"CHE","","TOTAL","ALL","2006","8"
"CHE","","TOTAL","ALL","2007","37"
"CHE","","TOTAL","ALL","2008","18"
"TJK","","TOTAL","ALL","1981","261"
"TJK","","TOTAL","ALL","1982","149"
"TJK","","TOTAL","ALL","1985","163"
"TJK","","TOTAL","ALL","1986","104"
"TJK","","TOTAL","ALL","1987","25"
"TJK","","TOTAL","ALL","1988","508"
"TJK","","TOTAL","ALL","1989","325"
"TJK","","TOTAL","ALL","1990","279"
"TJK","","TOTAL","ALL","1991","72"
